crew_occ,crew_fat,passenger_occ,passenger_fat,ground
3,2,1,0,
,0,,0,
5,3,79,69,
,0,0,0,
,,,,
19,1,360,19,
6,6,58,58,15
2,2,2,2,
,,,,
2,0,0,0,
3,3,0,0,
3,3,1,1,
2,0,1,0,
,0,,0,
2,2,0,0,
2,0,2,0,
4,4,0,0,
,,,,
5,5,83,83,
1,1,0,0,
,,,,
1,0,0,0,
2,2,12,12,
,0,,0,
,0,,0,
5,3,0,0,
8,8,21,21,
9,8,35,26,
,,,,
,,,,
,,,,
,,,,
2,2,0,0,
,0,,3,
,0,,0,
9,9,73,63,
5,0,50,0,
,0,0,0,
0,0,0,0,
16,0,223,0,
3,0,2,0,
5,0,114,0,
,,,,
7,0,49,35,
2,0,0,0,
1,0,1,0,
,2,,0,
23,0,114,0,
,,,,
0,0,0,0,
,0,,0,
,0,,0,
1,1,0,0,
15,3,91,60,
3,0,0,0,
5,4,0,0,
,0,,0,
4,3,0,0,
1,1,1,0,
2,2,6,6,2
1,0,3,0,
6,0,17,0,
,0,,0,
,0,,0,
,0,,0,
,0,,0,
,,,,
2,0,3,0,
,,,,
,0,,0,
,0,,0,
,,,,
2,0,0,0,
1,0,0,0,
4,0,62,0,
9,9,0,0,
,,,,
,0,,0,
3,0,2,0,
4,0,22,0,
2,0,5,0,
,,,,
11,0,116,1,
,0,,0,
2,0,13,1,
7,7,96,96,
,,,,
2,0,7,0,
,0,,0,
4,0,10,0,
,,,,
7,0,29,1,
,1,,0,
2,0,14,0,
2,2,12,9,
2,0,12,0,
5,5,4,4,
2,2,0,0,
4,4,30,30,
2,2,6,6,
1,0,0,0,
,0,,0,
2,2,4,4,
3,3,0,0,
,,,,
3,3,19,19,
6,6,30,30,
,,,,
,,,,
4,0,103,0,
,,,,
3,0,0,0,
6,0,21,0,
,,,,
,,,,
4,4,5,5,
3,3,0,0,
2,2,0,0,
2,0,0,0,
3,2,0,0,
,2,,0,
5,0,28,0,
2,2,2,0,
2,0,3,0,
,,,,
9,0,154,0,
2,2,15,12,
,,,,
3,3,0,0,
,0,,0,
,0,,0,
4,0,83,0,
4,4,5,5,
2,0,0,0,
0,0,0,0,
1,0,0,0,
,0,,0,
,,,,
8,8,0,0,
2,2,9,9,
2,0,0,0,
,0,,1,
5,2,24,6,
4,0,0,0,
2,0,12,0,
,,,,
2,0,9,0,
3,0,0,0,
,,,,
6,4,0,0,1
7,5,75,65,
3,0,8,0,
5,5,0,0,
3,3,0,0,
5,3,0,0,
4,4,46,46,
5,5,0,0,
3,3,0,0,
2,2,0,0,
2,0,7,0,
2,0,8,0,
2,0,16,0,
7,0,102,0,
2,0,5,0,
4,0,39,0,
2,0,7,0,1
3,0,30,1,
8,8,0,0,
7,0,0,0,
2,2,1,1,
8,8,0,0,
8,4,37,19,
,0,,0,
,,,,
6,3,5,5,
6,6,0,0,1
,,,,
,,,,
,,,,
11,11,172,172,
0,0,0,0,
,0,,0,
,,,,
24,0,105,0,
3,0,0,0,
2,2,6,6,
3,0,21,0,
4,1,8,4,44
,,,,
2,2,0,0,
5,5,7,7,
4,0,0,0,
,,,,
2,2,0,0,
1,1,9,9,
1,0,0,0,
2,0,0,0,
2,0,0,0,
1,0,0,0,
6,0,84,0,
5,5,6,6,
2,1,0,0,
3,3,13,11,
1,0,0,0,
4,4,45,45,
3,3,0,0,
4,4,10,10,
12,12,116,111,
,,,,
,,,,
1,0,5,0,
2,1,12,2,
6,6,149,148,2
1,1,3,3,
,,,,
,0,,0,
2,0,0,0,
5,0,62,0,
6,6,40,40,
,,,,
4,4,41,41,
1,0,0,0,
4,0,0,0,
,,,,
3,0,0,0,
1,1,29,6,
,,,,
,,,,
,0,,0,
,0,,7,
,,,,
3,0,17,0,
,0,,0,
15,0,143,1,
3,2,0,0,
3,3,6,6,
3,0,0,0,
2,2,0,0,
,0,,0,
2,0,26,0,
2,2,7,0,
12,0,0,0,
0,0,0,0,
1,1,0,0,
5,5,6,6,
3,0,10,0,
,,,,
,,,,
10,0,99,0,
1,1,0,0,
3,0,9,0,
3,0,0,0,
,0,38,0,
9,9,74,74,
1,1,0,0,
2,2,2,0,
3,1,0,0,
2,2,2,0,
2,0,0,0,
3,3,0,0,
1,0,1,0,
1,0,0,0,
4,4,2,2,2
1,0,0,0,
,,,,
5,5,38,38,
3,3,34,34,
10,10,0,0,
3,3,0,0,
2,0,0,0,
2,2,1,1,
2,0,4,0,
,,,,
2,2,6,6,
,,,,
,,,,
2,0,6,0,
,0,,0,
,0,,0,
8,0,110,0,
0,0,0,0,
5,5,0,0,
5,3,77,25,
2,2,0,0,
1,1,1,1,
6,6,2,2,
6,5,37,37,
10,9,0,0,
,0,,0,
,,,,
3,0,0,0,
2,0,1,0,
,,,,
4,4,44,44,
7,7,0,0,
2,0,4,0,
,,,,
1,1,3,3,
2,0,0,0,
3,3,13,13,
,,,,
3,3,14,14,
5,5,0,0,
,0,,0,
3,0,0,0,
1,1,1,1,
,0,,0,
2,0,6,0,
5,5,4,4,
4,4,11,11,
7,0,54,0,
1,1,0,0,
6,0,91,0,
6,0,0,0,
1,1,0,0,
1,0,3,0,
,,,,
,,,,
5,0,9,4,
1,0,0,0,
,0,,0,
6,1,0,0,
4,0,3,0,
6,6,23,23,
0,0,0,0,
,,,,
2,0,0,0,
2,2,0,0,
,0,,0,
,0,,0,
3,2,39,30,
,0,,0,
2,0,0,0,
,0,,0,
,0,,0,
,0,,0,
2,0,0,0,
2,2,14,14,
2,0,0,0,
0,0,0,0,
6,6,0,0,
9,0,0,0,
6,6,23,23,
4,4,0,0,
,,,,
2,2,0,0,
,0,,0,
3,0,1,0,
,,,,
,0,,0,
,0,,0,
1,0,0,0,
3,3,21,21,
,,,,
2,1,6,0,
,,,,
1,1,5,5,
,,,,
,0,,0,
,0,,0,
5,5,11,11,
,,,,
2,2,10,10,
10,10,98,98,
13,0,143,0,
,0,,0,
7,7,136,136,
3,0,37,0,
6,6,9,9,
18,18,0,0,
4,0,103,0,
,,,,
11,0,107,0,
,0,,0,
,0,,2,
2,2,1,1,
,,,,
,,,,
4,2,2,0,
,,,,5
3,3,26,26,
,,,,
3,1,21,1,
,,,,
2,2,15,15,
3,3,6,6,
2,0,7,0,
2,0,14,0,
6,0,0,0,
,0,,0,
2,2,15,6,
6,0,137,11,
,0,,0,
6,6,16,16,
7,0,26,0,
,0,,0,
4,0,48,0,
6,3,45,17,
,0,,0,
6,5,0,0,
6,6,56,56,
,,,,
4,4,27,23,
,0,,0,
2,0,22,0,
10,0,16,0,
,0,,0,
4,0,60,0,
3,3,0,0,
6,0,130,3,
0,0,0,0,
6,6,0,0,
3,0,0,0,
4,4,12,12,
,,,,
2,2,0,0,
8,8,0,0,
6,6,0,0,
2,0,1,0,
,,,,
,0,,0,
,0,,0,
,,,,
18,0,286,0,
6,0,0,0,
2,0,6,0,
,,,,
,,,,
,,,,
2,0,2,1,
6,0,62,0,
2,0,8,0,
6,6,0,0,
,0,,0,
5,5,48,48,
2,2,2,2,
14,0,240,0,
,0,,0,
5,0,71,0,
2,0,0,0,
0,0,0,0,
6,0,56,0,
3,3,1,1,
8,3,0,0,
13,13,17,17,
,,,,
5,5,3,3,
6,0,128,0,
6,0,92,0,
2,0,6,0,
,0,,0,
11,6,78,1,
2,0,5,0,
,,,,
4,3,33,26,
,0,,0,
2,2,0,0,
2,0,0,0,
,,,,
3,0,45,0,
3,3,0,0,
7,2,101,12,
2,2,0,0,
2,1,0,0,
,0,,0,
3,3,0,0,
,1,,0,
,0,,0,
2,2,0,0,
6,6,0,0,
2,2,0,0,
,,,,
5,5,6,6,
2,0,13,0,
,,,,
1,1,0,0,
3,0,0,0,
2,2,12,4,
13,13,176,176,
,,,,
,0,,0,
2,0,9,0,
2,2,0,0,
15,0,260,0,
16,16,243,243,11
6,3,84,73,
4,0,39,0,
6,6,1,1,
6,6,10,0,
2,2,10,4,
5,5,3,3,1
2,0,10,0,
2,2,2,2,
,,,,
,,,,
2,2,0,0,
,,,,
5,0,0,0,
5,0,50,0,
,0,,0,
10,0,158,0,
,,,,
,,,,
1,1,0,0,
2,2,1,1,
,,,,
19,19,0,0,
1,1,0,0,
5,5,0,0,
3,0,0,0,
4,0,39,0,
,0,,0,
,0,,0,
4,4,31,31,
1,1,0,0,
6,0,98,35,
7,7,1,1,
10,0,197,0,
,,,,
5,5,0,0,
1,0,9,1,
2,2,0,0,
2,0,3,0,
4,0,25,1,
2,2,12,12,
,0,,0,
3,0,5,0,
3,0,0,0,
8,0,118,47,
3,3,2,2,
6,0,27,0,
6,6,6,6,
0,0,0,0,
,,,,
,,,,
2,0,2,0,
3,3,31,31,
,,,,
6,6,129,127,
10,0,221,0,
5,0,47,0,
2,2,2,2,
,,,,
,,,,
,0,,0,
7,0,125,0,
4,0,74,0,
4,1,65,11,
2,2,0,0,
,,,,
,,,,
4,4,44,40,2
,0,,0,
1,1,1,1,
,0,,0,
,,,,
,0,,0,
,0,,0,
7,7,0,0,
9,9,69,68,
2,2,0,0,
2,0,0,0,
,0,,0,
2,1,2,2,
7,0,3,0,
,,,,
,,,,
2,2,0,0,
,0,,0,
1,0,0,0,
5,0,114,0,
,0,,0,
,1,0,0,
0,0,0,0,
,0,0,0,
7,7,12,12,
,0,,0,
5,5,0,0,
1,0,1,0,
0,0,0,0,
2,0,15,0,
7,7,1,1,
6,6,14,14,
,,,,
,0,,0,
3,3,0,0,
2,0,0,0,
2,2,0,0,
4,4,0,0,
2,2,0,0,
,,,,
3,0,26,0,
,,,,
6,0,133,0,
3,0,50,0,
3,0,0,0,
2,2,0,0,
3,3,0,0,
,,,,
2,1,0,0,
4,0,35,6,
2,2,14,14,
3,3,0,0,22
2,0,17,6,
,0,,2,
,,,,
5,0,61,0,
,,,,
2,0,0,0,
7,7,137,137,
2,0,0,0,
2,2,3,0,
0,0,0,0,
2,2,45,1,
9,0,28,0,
,,,,
2,2,0,0,
,,,,
0,0,0,0,
,0,,0,
,0,,1,
1,0,0,0,
4,3,25,23,
13,0,57,0,
3,3,2,2,2
2,2,3,3,
2,0,0,0,
,0,,0,
3,0,0,0,
2,0,0,0,
4,4,0,0,
,0,,0,
,0,,0,
6,0,18,0,
5,5,0,0,
2,2,0,0,
1,0,5,0,
3,0,36,0,
,0,,0,
,0,,0,
7,7,0,0,
3,3,7,7,
,,,,
2,0,0,0,
2,2,0,0,
,,,,
0,0,0,0,
6,0,56,0,
1,0,4,0,
4,0,0,0,
,0,,0,
4,0,0,0,
,0,,0,
0,0,0,0,
6,6,2,2,
1,0,2,0,
5,0,95,0,
2,0,16,0,
1,0,0,0,
3,3,13,13,
2,0,0,0,
,,,,
,,,,
,0,,0,
8,7,0,0,
5,5,4,4,
5,1,3,0,
2,2,8,8,
2,0,0,0,
3,0,40,0,
0,0,0,0,
5,0,93,0,8
8,0,132,0,
,0,,0,
,,,,
2,0,0,0,
6,6,4,4,
,0,,0,
18,3,181,72,4
1,1,0,0,
7,0,0,0,
,0,,0,
10,0,103,21,1
,0,,0,
,,,,
,0,,0,
10,0,66,0,
,0,,0,
,,,,
0,0,0,0,
7,1,0,0,
0,0,0,0,
2,2,1,1,
6,0,59,0,
3,3,31,31,
2,2,2,2,
3,0,26,0,
2,2,0,0,
0,0,0,0,
8,0,157,0,
5,5,49,49,
21,21,41,41,
4,0,37,0,
0,0,0,0,
6,6,24,24,
2,0,6,0,
1,1,9,9,
2,2,3,3,
4,0,24,0,
4,4,0,0,
2,2,20,1,
1,0,2,0,
7,4,0,0,2
,,,,
2,2,2,2,
4,3,0,0,
6,4,28,27,
3,0,0,0,
7,2,0,0,
3,3,8,8,
,,,,
6,6,34,28,
6,0,129,0,
0,0,0,0,
2,2,19,8,
,,,,
5,0,43,0,
3,3,0,0,
3,0,0,0,
0,0,0,0,
,,,,
4,4,0,0,
3,0,16,10,
2,2,0,0,
2,2,0,0,
6,0,42,0,
,0,,0,
3,3,3,3,
,,,,
4,4,33,33,
3,3,0,0,
,0,,0,
8,4,138,127,
3,3,12,12,
5,5,0,0,
,,,,
1,1,9,1,
0,0,0,0,
3,0,4,0,
,,,,
,0,,0,
1,1,3,3,
6,0,136,0,
,,,,
5,1,26,5,
0,0,0,0,
,,,,
0,0,0,0,
14,0,231,0,
10,10,15,15,
,0,,0,
2,2,0,0,
0,0,0,0,
,,,,
,0,,0,
,,,,
2,2,3,3,
1,0,8,0,
2,2,18,18,
2,2,4,4,
3,3,1,1,
0,0,0,0,
2,0,0,0,
5,5,0,0,
5,5,35,27,
7,7,47,47,
4,0,48,0,
2,0,11,0,
,0,,0,
6,6,101,101,
4,4,5,5,
0,0,0,0,
3,0,37,0,
2,2,0,0,
2,0,0,0,
6,6,31,31,
0,0,0,0,
,0,,0,
,0,,0,
7,0,12,0,
7,7,50,50,
,,,,
1,1,6,6,
5,0,0,0,
1,1,7,7,
6,6,1,1,
2,0,3,0,
0,0,0,0,
2,0,0,0,
,0,,0,
2,1,0,0,
2,1,10,0,
,,,,
6,4,65,23,
10,10,0,0,
2,1,0,0,
2,2,4,4,
0,0,0,0,
,0,,0,
5,0,102,0,
,,,,
,0,,0,
,,,,
2,0,11,0,
,,,,
3,3,0,0,
,,,,
9,8,149,65,
0,0,0,0,
5,0,34,0,
,0,,4,
,,,,
1,1,1,1,
5,0,85,0,
2,0,4,0,
5,0,41,4,
1,1,19,19,
4,0,27,0,
2,1,0,0,
,,,,
,0,,0,
,,,,
3,3,0,0,
6,0,3,0,
7,0,114,0,
,,,,
10,10,0,0,
4,0,66,0,
5,5,23,23,
1,1,0,0,
,0,,0,
7,4,139,88,
,,,,
,0,,0,
2,0,14,0,
8,0,149,0,
3,3,16,16,
3,3,21,21,
4,4,37,30,
1,1,9,2,
5,0,125,0,
,,,,
4,4,11,11,
2,0,0,0,
1,0,12,0,
3,0,29,0,
9,9,100,100,
6,0,55,0,
2,1,1,0,
2,0,5,0,
,,,,
2,0,0,0,
1,0,0,0,
5,5,0,0,
2,0,6,0,
3,2,13,7,
1,1,0,0,
2,2,0,0,
2,2,17,1,
2,2,0,0,
4,0,3,0,
,0,0,0,
5,5,35,15,
5,0,47,0,
2,0,18,0,
4,0,30,0,
4,4,0,0,
1,1,1,1,
2,0,2,0,
,,,,
2,0,4,1,
2,0,22,7,
,0,,0,
7,0,82,0,
2,0,0,0,
5,5,20,20,
3,0,14,0,
2,0,0,0,
1,1,10,10,
,0,,0,1
1,1,0,0,
,,,,
5,5,24,24,
6,0,114,8,
7,0,171,0,
2,2,3,3,
4,1,30,7,
11,11,0,0,
1,1,1,1,
1,1,0,0,
,,,,
2,0,0,0,
,,,,
2,1,2,0,
,,,,
3,3,0,0,24
1,1,11,7,
,0,,0,
,0,,0,
,0,,0,
1,0,8,0,
3,1,0,0,
,0,,0,
2,0,0,0,
4,0,17,0,
2,0,0,0,
3,3,6,4,
8,0,44,0,
,0,,0,
,0,,0,
8,0,84,0,
7,0,45,0,
4,0,29,0,
3,0,0,0,
5,5,78,78,
,0,,0,
,0,,0,
3,0,4,0,
3,0,0,0,
7,7,0,0,
5,0,22,0,
5,0,54,0,
20,0,195,0,
,,,,
2,0,4,0,
,,,,
2,0,7,2,
3,3,43,43,
10,0,0,0,
1,0,0,0,
1,0,0,0,
10,0,99,0,
2,0,0,0,
2,2,0,0,
,,,,
4,0,0,0,
4,0,0,0,
8,7,39,38,
1,0,0,0,
2,0,0,0,
,0,,0,
3,2,12,1,
3,0,0,0,
7,7,59,59,
2,2,1,1,
3,3,19,17,
2,2,0,0,
,0,,0,
8,0,32,1,
,0,,0,
2,2,19,19,4
,0,,0,
,,,,
2,1,6,0,
,,,,
7,0,85,0,
,0,,0,
0,0,0,0,
,0,,0,
3,0,0,0,
0,0,0,0,
7,0,11,0,
,0,,0,
,0,,0,
,0,,0,
,0,,0,
4,0,39,0,
9,8,8,5,
1,0,0,0,
,0,,0,
,0,,0,
,0,,0,
5,1,124,3,
2,0,1,0,
2,0,8,0,
20,0,323,0,
2,2,2,2,
2,2,0,0,
,,,,
3,1,0,0,
5,0,0,0,
3,0,2,0,
,0,,0,
,0,,0,
,,,,
4,0,18,0,
,0,,0,
1,1,1,1,
2,0,0,0,
1,0,0,0,
,0,,0,
,0,,0,
2,0,0,0,
4,0,46,0,
4,0,1,0,
1,0,0,0,
7,3,76,75,
2,2,4,4,
2,2,1,1,
2,2,0,0,
3,3,15,15,
,0,,0,
3,0,25,0,
7,0,120,0,
1,1,7,7,
5,5,0,0,
,,,,
3,2,12,1,
,0,,0,
6,6,40,40,
5,5,33,33,
6,6,10,10,
5,4,5,5,
,0,66,0,
2,0,3,0,
16,0,205,0,
,,,,
4,0,0,0,
,0,,0,
12,0,110,46,
9,7,93,75,
7,7,1,1,
,,,,
,0,0,0,
7,0,164,0,
,,,,
2,0,0,0,
12,0,105,0,
24,24,0,0,
5,0,14,0,
2,0,11,0,
2,2,1,1,
2,0,0,0,
2,0,0,0,
6,0,0,0,
,0,,0,
,0,,0,
,,,,
1,0,0,0,
3,3,0,0,
6,2,83,20,
2,0,1,0,
5,5,58,58,
2,0,0,0,
4,0,31,0,
7,2,24,9,
8,0,59,0,
8,0,151,0,
2,2,1,1,
,,,,
,0,,0,
,0,,0,
,,,,
1,1,0,0,
4,0,69,0,
4,4,59,30,
,,,,
,0,,0,
,,,,
14,14,0,0,
0,0,0,0,
6,0,66,20,
3,2,28,26,
,0,,0,
1,1,0,0,
2,0,0,0,
,0,,0,
0,0,0,0,
3,3,0,0,
,0,,0,
0,0,0,0,
,0,,0,
4,4,12,12,
3,0,18,1,
4,0,27,0,
0,0,0,0,
,0,,0,
2,1,0,0,
10,0,179,0,
2,2,0,0,
2,2,3,3,
5,0,12,0,
7,0,72,0,
,,,,
13,0,0,0,
2,0,9,0,
7,7,104,104,
,,,,
1,0,15,0,
2,2,1,1,
2,0,17,0,
,0,,0,
3,2,0,0,
3,3,20,19,
2,2,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
4,4,0,0,
5,5,0,0,
2,0,0,0,
3,3,0,0,
,0,,0,
0,0,0,0,
12,0,151,0,
0,0,0,0,
5,5,8,8,
,0,351,0,
,0,,1,
3,0,2,0,
5,0,80,0,
3,0,0,0,
,0,,0,
,0,,1,
2,0,2,0,
,0,,0,
5,0,0,0,
2,0,0,0,
5,5,0,0,
,,,,
1,1,21,21,
2,2,0,0,
4,4,43,43,
9,0,118,4,
0,0,0,0,
,0,,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
,,,,
,,,,
2,0,7,0,
2,2,8,8,
0,0,0,0,
,0,,0,
3,3,4,3,
,1,,0,
3,3,6,6,
10,10,213,213,
2,0,6,0,
,,,,
6,0,36,0,
2,2,1,0,
4,4,15,15,
,0,,0,
0,0,0,0,
5,5,20,20,
6,6,95,92,
2,2,1,1,
,,,,
3,1,6,1,
,,,,
3,3,20,20,
2,2,8,8,
7,0,65,0,
6,0,172,13,2
,0,,0,
,0,,0,
0,0,0,0,
,0,,0,
3,3,11,11,
2,0,0,0,
0,0,0,0,
2,0,0,0,
2,2,0,0,
1,0,1,0,
1,1,2,2,
2,2,2,2,
,0,,0,
2,0,1,0,
2,2,1,0,
3,3,25,25,
0,0,0,0,
7,0,120,0,
2,1,8,5,
3,3,0,0,
5,0,0,0,
2,1,11,0,
1,1,2,2,
2,0,3,0,
4,0,43,0,
6,6,106,106,
1,0,3,0,
,,,,
2,2,0,0,
2,1,20,9,
0,0,0,0,
2,2,1,1,
,0,,0,
,0,,0,
1,0,1,1,
,0,,0,
2,2,1,1,
4,4,0,0,
5,0,48,4,
,,,,
5,5,4,4,
2,0,0,0,
2,0,12,0,
2,0,4,0,
2,2,13,13,
,0,,0,
5,0,22,0,
2,1,13,12,
3,0,32,0,
4,0,0,0,
,0,55,0,
,0,,0,
4,0,0,0,
2,0,7,0,
1,1,8,8,
3,3,15,15,
1,1,1,1,
7,7,115,115,
3,3,0,0,
2,0,0,0,
3,2,11,11,
0,0,0,0,
2,0,11,0,
,,,,
0,0,0,0,
3,0,17,2,
2,2,0,0,
0,0,0,0,
2,0,3,0,
1,0,1,0,
4,4,0,0,
2,0,0,0,
7,0,130,0,
3,0,0,0,
6,6,3,3,
8,8,11,11,
3,0,14,0,
2,2,8,1,
2,2,0,0,
7,0,9,1,
12,0,100,0,
6,6,0,0,
,0,14,0,
6,6,63,63,
1,1,3,3,
,0,,0,
,0,,1,
2,2,18,12,
3,3,7,7,
3,3,9,9,
3,0,14,0,
,0,,0,
1,0,10,1,
6,6,7,7,
,2,,0,
2,2,13,13,
3,0,0,0,
4,0,1,0,
1,0,4,0,
5,5,0,0,
,0,,0,
,0,,0,
,0,,0,
,,,,
,,,,
5,2,13,3,
2,0,11,0,
2,2,4,4,
,,,,
,0,,0,
3,3,4,4,
4,0,6,1,
6,0,85,0,
8,1,1,0,
3,3,12,12,2
,0,,0,
2,2,1,1,
1,1,0,0,
2,2,0,0,
1,0,2,0,
,0,,0,
3,0,0,0,
,,,,
6,0,36,0,
12,12,122,121,2
,0,,0,
2,0,0,0,
,0,,0,
3,1,0,0,
4,4,47,47,
,0,,0,
,0,,0,
2,2,1,1,
,,,,
1,1,16,16,
,0,,0,
6,0,90,0,
,0,,0,
10,0,189,0,
,0,,0,
,0,,0,
3,3,0,0,
,,,,
,,,,
5,5,0,0,
6,5,90,82,
1,1,3,3,
,0,,0,
3,3,13,13,
3,3,0,0,
,0,,0,
3,0,32,0,
3,3,0,0,
,,,,
5,0,12,0,
4,4,37,37,
4,4,4,4,
2,2,0,0,
,0,,0,
4,0,21,0,
,0,,0,
2,1,2,1,
3,3,1,1,
2,0,0,0,
2,1,8,6,
2,1,6,2,
2,0,0,0,
2,0,0,0,
7,7,15,13,
0,0,0,0,
4,1,2,0,
5,0,11,0,
2,2,2,2,
,0,,0,
4,4,0,0,
1,0,0,0,
3,0,15,0,
,0,,0,
4,0,30,0,
10,2,0,0,
,0,,0,
,0,,0,
12,0,104,0,
5,0,0,0,
3,0,46,0,
3,0,0,0,
,,,,
0,0,0,0,
,0,,0,
,0,,0,
4,0,0,0,
,,,,
,0,,0,
14,14,146,146,
3,3,29,25,
1,0,0,0,
6,4,50,26,
3,0,0,0,
,,,,
,0,,0,
3,3,42,37,
3,0,1,0,
4,0,41,0,
2,2,7,7,
4,4,0,0,
0,0,0,0,
3,3,4,4,
,,,,
4,0,86,0,
4,4,2,1,
,0,,0,
3,3,10,0,
5,5,0,0,12
,0,,0,
,,,,
14,9,62,52,
,,,,
5,0,36,0,
5,0,94,0,
,,,,
3,3,5,0,
3,3,0,0,
,,,,
2,1,2,1,
2,2,10,10,
3,0,127,0,
3,0,30,0,
,,,,
4,0,29,0,
,0,,0,
,0,,0,
2,0,0,0,
2,2,1,1,
5,5,5,5,
7,7,0,0,
4,4,0,0,
3,0,0,0,
2,2,0,0,
,,,,
,0,,0,
5,5,34,34,
4,4,8,8,
4,4,0,0,
2,0,10,1,
2,0,9,0,
2,0,3,0,
7,0,10,0,
7,6,27,23,
,,,,
12,0,280,0,
4,4,42,42,6
2,2,3,3,
,0,,0,
4,4,0,0,
2,2,5,5,
6,4,139,104,
,0,,0,
5,0,0,0,
9,9,0,0,
5,0,4,0,
1,1,0,0,
2,2,2,2,
6,3,55,40,2
0,0,0,0,
3,3,7,7,
3,0,0,0,
2,2,0,0,
2,2,20,14,
5,5,13,13,
,0,,0,
7,0,0,0,
12,0,251,0,
,,,,
2,2,0,0,
0,0,0,0,
4,0,0,0,
2,2,1,1,
2,1,3,0,
4,0,36,0,
,,,,
3,0,13,3,
,0,,0,
0,0,0,0,
13,0,173,0,
3,0,3,0,
4,4,0,0,
2,2,7,7,
7,7,4,4,
2,2,13,9,
8,0,135,0,
,0,,1,
10,9,116,98,
9,0,96,0,
,,,,
4,0,1,0,
2,0,1,0,
4,0,53,0,
,0,,0,
0,0,0,0,
6,6,2,2,
2,2,2,2,
2,0,19,0,
8,8,16,16,4
7,6,5,4,
,,,,
3,0,0,0,
0,0,0,0,
3,3,0,0,
,,,,
,,,,
,,,,
,,,,
0,0,0,0,
2,1,4,2,
3,3,0,0,
1,0,1,0,
1,0,0,0,
5,0,37,0,
3,0,39,0,
3,3,0,0,
0,0,0,0,
2,2,4,4,
3,3,0,0,
7,7,77,77,
7,0,8,0,
17,7,117,116,
3,1,41,37,
7,7,12,12,
,0,,0,
4,0,30,0,
0,0,0,0,
5,5,9,8,
0,0,0,0,
0,0,0,0,
6,0,1,0,
0,0,0,0,
2,0,12,0,
,0,,0,
3,3,14,0,
,0,,0,
3,2,18,6,
,0,,0,
2,2,0,0,
0,0,0,0,
,,,,
3,0,0,0,
,0,,0,
6,6,52,52,
0,0,0,0,
,0,,0,
4,0,20,0,
3,3,18,18,
,,,,
3,0,17,0,
,0,,0,
,0,,0,
4,0,0,0,
11,11,0,0,
12,0,155,0,
0,0,0,0,
,0,,0,
3,3,0,0,
,0,147,0,
4,0,28,0,
9,0,77,0,
,,,,
3,0,15,0,
9,0,136,0,
1,1,0,0,
4,4,0,0,
2,2,14,13,
2,0,5,0,
19,19,148,148,
6,0,107,0,
1,0,0,0,
,,,,
6,6,0,0,
2,2,6,6,
,,,,
5,0,62,0,
3,0,14,0,
3,0,13,0,
9,8,0,0,
6,6,25,24,
8,7,17,17,
,,,,
,0,,0,
2,0,0,0,
2,2,3,3,
8,8,151,151,
4,4,27,27,
4,4,1,1,
,0,,0,
,0,,0,
6,0,64,0,
5,0,0,0,
2,0,14,0,
4,0,0,0,
,0,,0,
2,2,0,0,
13,0,192,0,
2,0,2,0,
,,,,
4,4,89,76,
6,6,83,82,
7,0,51,0,
,,,,
7,5,28,9,
2,2,8,8,3
6,1,7,0,
3,0,0,0,
6,6,28,28,
3,3,0,0,6
2,0,6,0,
2,0,0,0,
6,4,0,0,
0,0,0,0,
3,0,0,0,
,,,,
7,7,26,26,
,0,,0,
3,1,8,7,
2,2,4,4,
10,10,131,131,
,0,,0,
3,0,0,0,
6,6,0,0,
2,0,8,0,
3,0,17,0,
8,0,146,0,
0,0,0,0,
4,0,19,4,
1,1,8,8,
,,,,
1,1,0,0,
,0,,0,
,0,,0,6
3,0,1,0,
1,1,5,5,
,0,,0,
5,4,39,11,
,,,,
2,2,7,7,
2,2,0,0,
4,0,19,0,
10,0,94,0,
12,0,156,0,
3,0,28,0,
,0,,0,
3,0,2,0,
3,0,12,0,
5,4,92,79,
0,0,0,0,
,0,,0,
3,3,11,11,
3,0,1,0,
2,0,0,0,
19,0,246,0,
10,10,147,147,
4,0,23,0,
,0,,0,
3,3,8,8,
,0,,0,
3,0,0,0,
7,1,0,0,
11,0,192,0,
6,6,26,26,
2,0,0,0,
13,0,152,0,
1,0,10,0,
1,0,3,0,
,0,,0,
,,,,
,0,,0,
10,10,91,87,
4,2,30,30,
,0,,0,
2,0,0,0,
1,1,0,0,
1,0,8,0,
8,0,88,0,
6,6,31,31,
3,3,0,0,
2,2,4,4,
2,0,0,0,
2,2,0,0,
1,1,4,3,
2,2,2,2,
7,7,0,0,
2,2,0,0,
5,0,49,0,
13,0,187,0,
,0,,0,
6,0,29,0,
2,0,2,0,
12,12,119,119,
4,0,30,2,
5,5,1,1,
,0,,0,
2,2,8,1,
6,0,76,0,
7,7,0,0,
4,0,29,0,
7,2,0,0,
2,0,40,0,
2,0,0,0,
2,0,10,0,
,,,,
2,0,20,0,
3,0,0,0,
6,0,115,0,
3,0,40,0,
2,2,0,0,
20,0,235,2,
6,2,112,53,
4,0,0,0,
,,,,
6,2,110,66,
2,2,0,0,
8,0,106,1,
2,0,8,0,
3,0,33,0,
5,5,25,25,
2,2,0,0,
0,0,0,0,
2,2,0,0,
0,0,0,0,
,0,,0,
6,0,53,0,
5,2,0,0,
3,0,41,0,
